ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
1023317079,Darkside Cinema Digital Conversion is underway!,Movie Theaters,Film & Video,USD,2014-07-13,45000.00,2014-06-13 05:39:57,56730.53,successful,739,US,56730.53,56730.53,45000.00
1023320913,Grate Trivet:  Magnetic Trivet with Heat Indicating features,Product Design,Design,USD,2014-10-22,10000.00,2014-08-23 01:37:12,2800.01,canceled,37,US,2800.01,2800.01,10000.00
1023325541,Princess - An art book by @findyoursmile,Art Books,Publishing,USD,2017-08-07,2000.00,2017-07-07 05:55:19,27039.00,successful,452,US,6769.00,27039.00,2000.00
1023329443,The Ultimate Air Cooled Race Engine,Technology,Technology,NZD,2014-03-03,40000.00,2014-02-10 18:13:19,165.00,failed,3,NZ,136.86,140.29,34010.71
1023331720,Bronx River,Film & Video,Film & Video,USD,2011-04-23,15000.00,2011-03-23 17:10:49,0.00,failed,0,US,0.00,0.00,15000.00
1023336156,Journey: Wrath of Demons,Tabletop Games,Games,USD,2013-11-23,55000.00,2013-10-17 02:00:27,425553.00,successful,1858,US,425553.00,425553.00,55000.00
1023339848,Plus size Boudoir Lingerie for Glorious curves.,Apparel,Fashion,GBP,2017-01-14,5000.00,2016-12-15 18:15:19,1045.00,failed,31,GB,263.24,1283.03,6138.89
1023343641,Superhero 5 Mile Run,Events,Comics,USD,2017-09-22,200.00,2017-08-23 05:05:08,48.00,failed,5,US,0.00,48.00,200.00
1023350925,The Android's Astrological Companion,Art Books,Publishing,USD,2014-10-22,6000.00,2014-09-18 00:04:39,10492.22,successful,202,US,10492.22,10492.22,6000.00
1023354132,Backcountry Boiler: Hot water from found fuel,Product Design,Design,USD,2011-06-11,20000.00,2011-05-11 11:06:46,60642.01,successful,563,US,60642.01,60642.01,20000.00
1023367368,Travel-Man Dan: The Web Series,Webseries,Film & Video,USD,2013-05-06,2000.00,2013-04-05 18:11:58,906.00,failed,11,US,906.00,906.00,2000.00
1023370956,WASTELAND PINEWOOD DERBY,Woodworking,Crafts,USD,2016-08-20,1500.00,2016-07-21 02:54:10,276.00,failed,10,US,215.00,276.00,1500.00
1023375652,Spiritually Fit Kids audio books series (Canceled),Children's Books,Publishing,USD,2015-05-29,3000.00,2015-04-29 01:33:44,0.00,canceled,0,US,0.00,0.00,3000.00
1023377588,Rockwell,Tabletop Games,Games,USD,2013-07-09,12000.00,2013-06-09 01:15:40,21852.00,successful,303,US,21852.00,21852.00,12000.00
1023392658,word cup,Mobile Games,Games,GBP,2016-06-25,6500.00,2016-05-26 12:22:51,0.00,failed,0,GB,0.00,0.00,8633.86
1023395167,Help Bradford Hastings make a new record and go on tour!!,Country & Folk,Music,USD,2011-04-29,6000.00,2011-03-30 21:33:44,2495.00,failed,15,US,2495.00,2495.00,6000.00
1023409922,BUILDING a FARM,Film & Video,Film & Video,USD,2012-02-03,200000.00,2012-01-04 05:08:18,36.00,failed,3,US,36.00,36.00,200000.00
1023418742,Body Language Swim,Apparel,Fashion,USD,2016-08-05,35000.00,2016-06-21 19:04:54,0.00,failed,0,US,0.00,0.00,35000.00
1023422359,Lets make some homemade cards!,Art,Art,USD,2014-08-13,500.00,2014-07-14 22:52:19,0.00,failed,0,US,0.00,0.00,500.00
1023423082,Kickstart Formantera - FMT (Canceled),Ready-to-wear,Fashion,NZD,2014-08-31,35000.00,2014-07-02 01:27:25,15759.00,canceled,63,NZ,13780.13,13069.33,29026.37
1023426953,Zone Out Gaming Store - Expansion,Games,Games,GBP,2016-06-27,1500.00,2016-05-18 21:07:02,1500.00,successful,22,GB,2168.61,1992.43,1992.43
1023432371,Paint racecar graffiti style,Painting,Art,EUR,2015-07-17,2500.00,2015-06-17 18:43:38,0.00,failed,0,NL,0.00,0.00,2722.24
1023440162,SUPAY - a film about a love against all odds,Drama,Film & Video,EUR,2016-12-15,3000.00,2016-11-15 19:07:24,3000.00,successful,59,DE,0.00,3131.69,3131.69
1023441131,Fertility in Focus | An IVF Planner,Product Design,Design,USD,2017-09-28,12500.00,2017-08-29 15:43:20,1020.00,failed,18,US,0.00,1020.00,12500.00
1023444312,Tara Howley's debut Album - Traditional irish music and song,Country & Folk,Music,EUR,2015-03-12,4300.00,2015-02-10 17:57:47,5018.00,successful,109,IE,5687.40,5305.06,4545.98
1023455031,Máquina de café (Suspended),Makerspaces,Technology,EUR,2015-08-23,1000.00,2015-06-24 17:22:46,0.00,suspended,0,ES,0.00,0.00,1126.80
1023461115,Gold Claw GOLD Pan - Changing Your Mind about Outdoor Sports,Product Design,Design,USD,2016-10-12,20000.00,2016-09-06 14:17:52,20454.00,successful,354,US,44.00,20454.00,20000.00
1023470027,The Patch,Art,Art,GBP,2015-08-01,2500.00,2015-07-03 01:24:23,12.00,failed,2,GB,18.83,18.62,3879.22
1023476889,"Dove Hagan: ""Elements of One Love""",Music,Music,USD,2011-10-17,5000.00,2011-09-17 22:18:27,50.00,failed,3,US,50.00,50.00,5000.00
1023479577,Breaking The Girl - The Very Beginning,Fiction,Publishing,USD,2015-02-24,150.00,2015-02-18 19:43:17,1320.00,successful,27,US,1320.00,1320.00,150.00
1023484737,"Sumzine Magazine, Fashion with Integrity not Granola",Fashion,Fashion,USD,2014-07-14,15000.00,2014-06-17 21:19:52,13793.00,failed,128,US,13793.00,13793.00,15000.00
1023487866,The Rajah's Son & Princess Labam,Theater,Theater,USD,2014-09-03,6000.00,2014-07-27 15:48:10,6198.45,successful,29,US,6198.45,6198.45,6000.00
1023506133,Archery Tag!!,Live Games,Games,USD,2016-11-24,20000.00,2016-10-25 17:47:57,16.00,failed,4,US,5.00,16.00,20000.00
1023506359,Social-Hub,Apps,Technology,CAD,2015-02-02,195000.00,2014-12-04 22:05:30,51.00,failed,3,CA,44.81,40.98,156689.43
1023507854,Official Rolling Smoke T-shirts,Restaurants,Food,USD,2015-01-06,700.00,2014-12-15 21:07:03,795.00,successful,20,US,795.00,795.00,700.00
102351278,Vermont artisan seeking CNC mill for small business,Product Design,Design,USD,2015-09-03,5500.00,2015-08-04 03:10:38,96.00,failed,3,US,96.00,96.00,5500.00
1023513234,"""Fall of Olympus - The New Suffering""  A NEW ALBUM",Rock,Music,USD,2012-08-22,3000.00,2012-07-23 01:28:48,345.00,failed,13,US,345.00,345.00,3000.00
1023517954,Big Man,Documentary,Film & Video,USD,2011-11-05,10000.00,2011-09-10 03:01:27,120.00,failed,2,US,120.00,120.00,10000.00
1023545472,Misfortune High Book 1,Comics,Comics,USD,2013-10-26,3000.00,2013-09-17 05:00:26,3912.00,successful,142,US,3912.00,3912.00,3000.00
102354773,Paraordinary: Worst Cook to Best Paranormal Investigator!,Art,Art,USD,2015-08-28,15000.00,2015-06-29 21:23:37,551.00,failed,10,US,551.00,551.00,15000.00
1023551169,The Bite-Sized Book of Bite-Sized Recipes,Cookbooks,Food,USD,2014-09-26,8500.00,2014-08-27 03:01:49,8952.00,successful,184,US,8952.00,8952.00,8500.00
1023562236,"Mosaic Mural at Best Friends Animal Society in Kanab, Utah",Public Art,Art,USD,2012-05-19,675.00,2012-04-19 22:33:05,811.00,successful,8,US,811.00,811.00,675.00
1023565812,The Temple 2012 redux,Public Art,Art,USD,2012-09-15,20000.00,2012-07-26 23:50:49,30253.00,successful,147,US,30253.00,30253.00,20000.00
102357040,"""Til' Friend's Do Us Part""",Narrative Film,Film & Video,USD,2010-06-06,15000.00,2010-03-09 01:00:49,0.00,failed,0,US,0.00,0.00,15000.00
1023570729,gitdrop,Software,Technology,USD,2013-07-25,17500.00,2013-06-25 14:20:59,271.00,failed,9,US,271.00,271.00,17500.00
1023577489,Help 2Steel Girls of The Voice Make a Recording!,Music,Music,USD,2013-04-08,7000.00,2013-03-09 15:19:01,10525.00,successful,183,US,10525.00,10525.00,7000.00
1023577789,SCRATCH: collaboratively designed nail polish wraps!,Fashion,Fashion,USD,2013-04-24,6000.00,2013-03-25 16:10:32,36865.37,successful,1089,US,36865.37,36865.37,6000.00
1023580342,Craving Experience,People,Photography,USD,2015-06-30,1000.00,2015-06-05 05:53:16,0.00,failed,0,US,0.00,0.00,1000.00
102358616,NO WAY OUT: Life and Death in No Man's Land,Photography,Photography,USD,2012-07-05,8500.00,2012-05-21 18:16:25,1666.00,failed,31,US,1666.00,1666.00,8500.00
1023588914,NYFU - New York FUnctional FUrniture (Canceled),Design,Design,USD,2013-10-26,120000.00,2013-09-16 06:06:26,24644.00,canceled,168,US,24644.00,24644.00,120000.00
1023589419,Feeed It - Android Mobile Game,Mobile Games,Games,EUR,2015-06-28,3500.00,2015-06-18 08:33:51,0.00,failed,0,AT,0.00,0.00,3883.58
1023591298,KUMITE,Tabletop Games,Games,USD,2015-10-08,10000.00,2015-09-08 07:46:21,10311.00,successful,129,US,10311.00,10311.00,10000.00
1023595090,The (Novel),Publishing,Publishing,USD,2016-01-24,12000.00,2016-01-09 02:35:34,0.00,failed,0,US,0.00,0.00,12000.00
1023598050,Stee's Debut Album with your help,R&B,Music,USD,2017-03-30,15000.00,2017-02-08 16:04:09,1568.00,failed,15,US,718.00,1568.00,15000.00
1023603369,gospel music videos,Music,Music,USD,2013-01-03,1500.00,2012-12-04 17:35:58,125.00,failed,3,US,125.00,125.00,1500.00
1023605544,LABL Magazine - Ethical and Healthy Living Magazine (Vegan!),Journalism,Journalism,GBP,2013-03-11,500.00,2013-02-09 11:23:40,2.00,failed,1,GB,3.15,3.03,757.29
1023613654,"PiCE+, a metal outdoor case for the Raspberry Pi B+ & Camera",Product Design,Design,GBP,2014-08-27,21300.00,2014-07-28 17:05:12,4418.00,failed,94,GB,7499.96,7326.09,35320.45
1023615948,TESLA ARROW: VERY FIRST EP (Canceled),Pop,Music,CAD,2015-06-17,25000.00,2015-05-08 17:56:17,378.00,canceled,12,CA,313.76,308.04,20373.24
1023618852,""" Thicker Than Water "" A Feature Film",Narrative Film,Film & Video,USD,2012-05-16,95000.00,2012-03-27 22:28:52,210.00,failed,5,US,210.00,210.00,95000.00
102361894,I'm Back. Raspberry Pi unique Case for your Analog Cameras,Camera Equipment,Technology,EUR,2016-10-03,2000.00,2016-08-04 22:27:56,6367.00,successful,105,IT,1219.87,7092.81,2227.99
1023620513,Love Come Alive: LIVE ALBUM!,Indie Rock,Music,USD,2011-12-09,12000.00,2011-10-14 23:46:13,13715.00,successful,58,US,13715.00,13715.00,12000.00
1023622269,Hitchhiking and Couchsurfing: A Free YouTube Documentary,Documentary,Film & Video,USD,2012-08-05,1500.00,2012-07-11 00:58:14,450.00,failed,9,US,450.00,450.00,1500.00
1023626548,Sea Life by Lucy Catherine at The Hope Theatre,Plays,Theater,GBP,2016-05-08,2000.00,2016-04-24 15:14:14,2389.00,successful,22,GB,3441.40,3442.21,2881.72
1023633526,G.P.W.F.L.Y. So Fly - Music Video,Film & Video,Film & Video,USD,2011-08-23,3500.00,2011-07-13 21:42:48,100.00,failed,2,US,100.00,100.00,3500.00
102363843,Marshmallow Mavericks,Robots,Technology,USD,2015-01-05,4300.00,2014-12-06 03:46:17,287.00,failed,5,US,287.00,287.00,4300.00
1023638946,Breaux RIDING HOOD Capelet-Hoodie in 100% ALPACA,Accessories,Fashion,USD,2017-09-06,1280.00,2017-08-15 00:34:22,35.00,failed,2,US,35.00,35.00,1280.00
1023639787,Tales of Mythica: Assertion (Canceled),Video Games,Games,USD,2014-05-29,150000.00,2014-04-09 19:06:47,2641.00,canceled,31,US,2641.00,2641.00,150000.00
1023642397,Site turns school work into a supercharged social experience,Web,Technology,USD,2015-02-24,93770.00,2015-01-05 18:18:38,5000.00,canceled,1,US,5000.00,5000.00,93770.00
1023643788,"GABRIEL DE LYS, French luxury handbags",Accessories,Fashion,EUR,2017-08-31,50000.00,2017-08-01 17:53:15,0.00,failed,0,FR,0.00,0.00,59599.73
1023646055,"C.Slack ""Appetizer E.P"" | 2016 E.D.M and Hip-Hip",Hip-Hop,Music,USD,2015-12-17,2500.00,2015-11-17 16:31:40,0.00,failed,0,US,0.00,0.00,2500.00
102364890,A Special Family - picture book for children in the military,Children's Books,Publishing,USD,2014-06-01,8000.00,2014-04-28 15:34:58,8350.00,successful,33,US,8350.00,8350.00,8000.00
102364927,Press Blackburn's Various Deficiencies Vol. 2 on Vinyl,Indie Rock,Music,USD,2011-10-01,2500.00,2011-08-31 10:14:50,1002.00,failed,29,US,1002.00,1002.00,2500.00
1023655523,Pollo Don Pedro,Restaurants,Food,USD,2014-11-12,15000.00,2014-09-13 00:07:13,0.00,failed,0,US,0.00,0.00,15000.00
1023658681,Afghanistan: Between Life and War,Photography,Photography,USD,2013-12-07,17000.00,2013-11-07 10:36:33,19455.00,successful,206,US,19455.00,19455.00,17000.00
1023665038,"Catch the Wind Worship - Vol. 2 (""Gratitude Attitude"")",Music,Music,USD,2017-06-29,13000.00,2017-06-08 14:10:56,15096.11,successful,86,US,130.00,15096.11,13000.00
102367219,Let's go Dutch - the video,Pop,Music,GBP,2015-12-29,3000.00,2015-11-29 04:29:57,230.00,failed,2,GB,347.13,341.17,4450.05
1023676596,Fave: the ideal all-purpose knife!,Product Design,Design,USD,2015-05-06,1000.00,2015-04-01 12:41:49,77603.00,successful,883,US,77603.00,77603.00,1000.00
1023677619,Chicago Transit Project,Art,Art,USD,2014-09-11,3999.00,2014-08-27 17:11:28,4399.40,successful,91,US,4399.40,4399.40,3999.00
1023678642,Toggle: Thinnest Wood Sliding Camera Cover,Product Design,Design,USD,2018-02-01,1400.00,2017-12-05 17:51:35,890.00,live,53,US,201.00,890.00,1400.00
1023678946,THE BIG BEAT: The Story Of Fats Domino & His Band,Documentary,Film & Video,USD,2013-10-14,20000.00,2013-08-15 17:22:43,23062.00,successful,209,US,23062.00,23062.00,20000.00
1023702288,NO YOKE!     Pysanky,Art,Art,USD,2015-04-01,3500.00,2015-02-27 00:44:20,62.00,failed,1,US,62.00,62.00,3500.00
1023710182,Send Washington Master Chorale to Chorus America!,Classical Music,Music,USD,2014-04-05,15000.00,2014-03-08 14:13:12,16386.00,successful,167,US,16386.00,16386.00,15000.00
1023714455,"Skateboard Art - Pluto Boards. New company, female owned art",Art,Art,USD,2016-12-15,10000.00,2016-11-15 19:04:24,0.00,failed,0,US,0.00,0.00,10000.00
1023719647,Kid Fixis: Promoting Sarasota's Visual Art with Music,Mixed Media,Art,USD,2013-12-22,5000.00,2013-11-22 03:30:11,172.00,failed,5,US,172.00,172.00,5000.00
1023720141,CUER: the UK's number one solar car team,Technology,Technology,GBP,2013-01-06,10000.00,2012-11-28 00:42:05,10524.10,successful,192,GB,16862.71,16969.98,16124.87
1023730402,Intermission,Comedy,Film & Video,USD,2016-07-27,87000.00,2016-06-27 19:03:05,2290.00,failed,33,US,1075.00,2290.00,87000.00
1023737526,Grab -A- Bag,Food,Food,USD,2017-08-02,17500.00,2017-07-03 10:22:58,1197.00,failed,19,US,1197.00,1197.00,17500.00
1023739139,Five Million People. One Book.,Nonfiction,Publishing,USD,2011-01-20,3000.00,2010-11-21 04:32:55,4050.00,successful,51,US,4050.00,4050.00,3000.00
1023739428,W. Three - Second Amd Guns T-Shirts (Canceled),Fashion,Fashion,USD,2013-06-01,3500.00,2013-04-02 00:32:06,132.00,canceled,3,US,132.00,132.00,3500.00
102373986,Svelte Bass by CertainBass,Product Design,Design,USD,2017-01-31,3125.00,2017-01-21 03:04:01,21.00,failed,2,US,0.00,21.00,3125.00
1023740969,Funding my 1st Book (Canceled),Fiction,Publishing,GBP,2013-09-05,400.00,2013-08-06 16:21:41,35.00,canceled,2,GB,53.47,54.52,623.13
1023743280,The Perverted Alien (Slasher Film),Webseries,Film & Video,USD,2013-12-05,100.00,2013-11-05 23:06:58,10.00,failed,1,US,10.00,10.00,100.00
102374446,A Hangover With Pim,Tabletop Games,Games,EUR,2015-10-07,10000.00,2015-09-07 19:02:28,123.00,failed,4,IT,137.13,139.75,11361.96
1023748262,In Exchange for a Life: A Syringe Exchange Documentary,Documentary,Film & Video,USD,2011-11-09,12000.00,2011-10-10 22:28:11,14114.00,successful,199,US,14114.00,14114.00,12000.00
1023748305,A man on a mission,Music,Music,USD,2012-02-01,3000.00,2012-01-01 22:39:21,160.00,failed,7,US,160.00,160.00,3000.00
102375009,FC Tidewater Sharks - a new team for the WPSL,Documentary,Film & Video,USD,2012-07-03,35000.00,2012-06-19 17:30:04,10.00,failed,1,US,10.00,10.00,35000.00
102375123,TRADITION TOUR 2011,Illustration,Art,USD,2011-04-21,900.00,2011-02-19 09:14:21,2049.00,successful,52,US,2049.00,2049.00,900.00
1023751719,The suspended ceiling table,Product Design,Design,AUD,2015-01-08,65000.00,2014-12-09 01:33:14,2.00,failed,2,AU,1.67,1.63,52931.60
1023754793,Techklo Self Clean Litter box,Product Design,Design,EUR,2017-06-17,150000.00,2017-05-18 00:38:20,790.00,failed,5,DE,769.26,882.67,167595.89
1023757999,Publish two coffee table books by Michael Stokes,Photobooks,Photography,USD,2016-08-24,48250.00,2016-08-03 15:36:30,275269.00,successful,1860,US,30629.00,275269.00,48250.00
1023758111,Ethel the Aardvark Goes Quantity Surveying (Canceled),Shorts,Film & Video,USD,2015-08-02,55000.00,2015-07-02 06:33:04,12125.00,canceled,83,US,12125.00,12125.00,55000.00
1023760128,Eat the Pretty Ones,Documentary,Film & Video,USD,2011-05-28,10000.00,2011-03-28 21:48:43,0.00,failed,0,US,0.00,0.00,10000.00
1023761117,Cruelty Free Kitchen,Vegan,Food,USD,2014-10-26,2000.00,2014-09-26 16:46:14,2045.00,successful,52,US,2045.00,2045.00,2000.00
1023764114,Patriotic Mugs and Gifts,DIY,Crafts,USD,2017-08-09,12500.00,2017-07-10 20:38:03,28.00,failed,1,US,0.00,28.00,12500.00
1023770351,Smart Wallet: Locator & Charger a Fashionable Tech Accessory,Hardware,Technology,USD,2014-09-08,35000.00,2014-08-06 04:03:11,36237.00,successful,315,US,36237.00,36237.00,35000.00
1023780349,Red Hen Press Twentieth Anniversary Anthology,Publishing,Publishing,USD,2013-10-02,35000.00,2013-08-03 02:01:56,2420.55,failed,20,US,2420.55,2420.55,35000.00
102378306,HydroLife Garden: The Clean Garden that Saves Water,Product Design,Design,USD,2015-08-07,27500.00,2015-07-07 17:46:03,3825.00,canceled,13,US,3825.00,3825.00,27500.00
1023784308,ELLA the Movie,Comedy,Film & Video,USD,2014-07-08,5000.00,2014-06-24 03:14:07,9018.00,successful,48,US,9018.00,9018.00,5000.00
1023785458,"Welded Creatures, Sculptures and More!",Sculpture,Art,USD,2014-11-22,500.00,2014-10-23 14:49:44,5.00,failed,1,US,5.00,5.00,500.00
1023788139,An Agent Wants to Read My Novel Tip of the Spear!,Fiction,Publishing,USD,2013-01-03,650.00,2012-12-04 02:29:08,31.00,failed,3,US,31.00,31.00,650.00
1023794481,Embedded,Documentary,Film & Video,USD,2013-04-12,10500.00,2013-03-13 17:49:45,11150.00,successful,181,US,11150.00,11150.00,10500.00
1023796051,Project-Based Personal Finance,Nonfiction,Publishing,USD,2016-08-29,2000.00,2016-07-22 20:10:08,136.00,failed,4,US,60.00,136.00,2000.00
102379760,The Thunderchickens,Comic Books,Comics,USD,2017-05-31,5000.00,2017-05-01 13:50:32,4057.00,failed,92,US,694.00,4057.00,5000.00
1023799192,English Diction and Enunciation for North American Singers,Nonfiction,Publishing,USD,2013-12-24,1500.00,2013-11-24 16:06:17,1765.00,successful,38,US,1765.00,1765.00,1500.00
102380288,MY AMERICAN GAME - You Only Live Once...make it count!,Video Games,Games,USD,2012-05-01,50000.00,2012-04-01 04:09:11,28755.00,canceled,83,US,28755.00,28755.00,50000.00
1023807897,"""The Road To Matveevka""",Film & Video,Film & Video,USD,2017-05-24,31910.00,2017-04-24 18:54:03,50.00,failed,1,US,0.00,50.00,31910.00
1023812217,Learned Monkey Bagels,Food,Food,USD,2012-08-27,20000.00,2012-07-18 21:31:03,8322.00,failed,87,US,8322.00,8322.00,20000.00
1023814338,D.Adventure Automatic Watches,Product Design,Design,HKD,2017-01-14,200000.00,2016-12-05 17:03:24,36022.00,failed,22,HK,3600.93,4642.97,25778.51
1023817113,Let 100 Detroiters Tell You Their Story,Documentary,Film & Video,USD,2010-02-01,8500.00,2009-11-22 21:09:15,35.00,failed,2,US,35.00,35.00,8500.00
1023824574,Freeway Warrior,Tabletop Games,Games,SEK,2016-07-07,50000.00,2016-06-07 03:15:49,293485.00,successful,283,SE,36007.42,34312.49,5845.70
1023824676,Rise Up Official KickStarter Trailer,Film & Video,Film & Video,USD,2013-10-24,25000.00,2013-09-24 17:41:54,50.00,failed,1,US,50.00,50.00,25000.00
1023832726,Life Interrupted - a new scripted comedy series,Television,Film & Video,USD,2014-11-15,38000.00,2014-10-06 23:59:01,38081.01,successful,114,US,38081.01,38081.01,38000.00
102384029,The Lemonade Bakery,Food,Food,USD,2015-05-02,25000.00,2015-04-02 22:07:30,18354.00,failed,117,US,18354.00,18354.00,25000.00
1023854765,"Longlasting, Durable, Wood Toys, Games, Furniture & More",Woodworking,Crafts,USD,2017-12-28,1800.00,2017-12-16 11:49:35,95.00,failed,4,US,0.00,95.00,1800.00
1023873527,S19: Gabardina o Trench ST PATRICK,Ready-to-wear,Fashion,MXN,2018-01-20,55000.00,2017-12-01 13:01:06,38250.00,live,34,MX,376.98,2001.36,2877.77
1023877536,Swizzle Stik,Product Design,Design,USD,2012-05-17,16500.00,2012-04-17 17:50:22,9116.00,failed,250,US,9116.00,9116.00,16500.00
1023881069,Sets for Noel Coward's The Vortex,Theater,Theater,USD,2012-06-06,3000.00,2012-05-07 19:56:27,10.00,failed,1,US,10.00,10.00,3000.00
1023893542,Seed CPP's production of GOLDEN CHILD by DH Hwang,Theater,Theater,USD,2012-01-01,2000.00,2011-12-05 05:31:43,2215.00,successful,57,US,2215.00,2215.00,2000.00
1023895606,WANTED: Son Of A Gun teddy bear outlaw,Photography,Photography,GBP,2014-08-10,10.00,2014-07-11 19:53:19,0.00,failed,0,GB,0.00,0.00,16.69
1023897532,"Support these ""Disgusting Bachelors"" !",Film & Video,Film & Video,USD,2011-08-19,5262.00,2011-07-20 23:54:48,6792.00,successful,62,US,6792.00,6792.00,5262.00
1023899010,The Boss Planner: An Outspoken Guide to Getting Shit Done,Calendars,Publishing,USD,2016-10-30,18286.00,2016-09-30 18:00:38,21421.00,successful,390,US,8241.00,21421.00,18286.00
1023911064,CATtv: A Short Comedy by Quinnipiac Film Students,Shorts,Film & Video,USD,2013-12-13,2000.00,2013-11-08 15:51:24,2190.01,successful,36,US,2190.01,2190.01,2000.00
1023914483,"B.Arren, LLC",Fashion,Fashion,USD,2015-03-07,30000.00,2015-02-05 21:09:08,35.00,failed,1,US,35.00,35.00,30000.00
102391852,The 'throw an egg at my brother' Challenge!,Video Art,Art,GBP,2015-02-12,15000.00,2015-01-13 23:29:38,7.00,failed,3,GB,10.62,10.76,23066.63
1023920353,The Anime Emporium,Graphic Novels,Comics,CAD,2016-05-08,10000.00,2016-04-08 20:40:46,27.00,failed,4,CA,20.63,20.96,7762.77
1023930243,Help make Big Phony's 6th Album,Indie Rock,Music,USD,2016-02-05,12000.00,2016-01-22 07:44:35,18500.00,successful,167,US,18500.00,18500.00,12000.00
1023935838,Battle Poker - Poker with a Twist by g3 Games & more,Playing Cards,Games,USD,2017-06-07,20000.00,2017-05-08 04:44:56,145.00,failed,8,US,0.00,145.00,20000.00
1023944691,We're Not So Different After All,Children's Books,Publishing,USD,2015-04-01,15000.00,2015-03-01 14:31:46,17588.00,successful,204,US,17588.00,17588.00,15000.00
1023946068,Wind Spiele,Shorts,Film & Video,EUR,2016-01-10,400.00,2015-12-03 00:28:57,545.00,successful,9,DE,576.63,594.82,436.56
1023949300,Dreamscape Music Video for up and coming Artist,Music Videos,Film & Video,GBP,2017-11-17,100.00,2017-11-05 19:14:33,105.00,successful,7,GB,85.00,138.56,131.96
1023955132,Cohalen's Journey (Canceled),Nonfiction,Publishing,USD,2011-07-23,15000.00,2011-06-23 17:04:04,50.00,canceled,2,US,50.00,50.00,15000.00
1023961465,"Maverick, the album by WildBill",Pop,Music,USD,2015-07-18,200000.00,2015-05-19 23:29:01,1.00,failed,1,US,1.00,1.00,200000.00
1023962470,A Dark Skinnned Woman’s Revenge a solo play,Theater,Theater,USD,2013-09-06,7000.00,2013-07-19 00:09:29,20.00,failed,1,US,20.00,20.00,7000.00
1023964736,Vietnam,Small Batch,Food,HKD,2016-11-17,100000.00,2016-10-19 08:52:25,0.00,failed,0,HK,0.00,0.00,12891.42
1023969498,Life is Weird... the book,Nonfiction,Publishing,USD,2014-12-09,2100.00,2014-10-28 21:31:50,660.00,failed,19,US,660.00,660.00,2100.00
1023973888,An Artist's Landscape (Working Title),Experimental,Film & Video,GBP,2016-03-19,750.00,2016-03-01 11:48:34,1101.00,successful,22,GB,1524.99,1555.72,1059.76
1023982549,Three Little Monkeys Celebrate Christmas with their Mommies,Children's Books,Publishing,USD,2013-09-12,4600.00,2013-08-13 18:41:31,0.00,failed,0,US,0.00,0.00,4600.00
1023983052,The CanvAs Project,Film & Video,Film & Video,GBP,2013-09-10,28260.00,2013-08-11 11:24:11,0.00,failed,0,GB,0.00,0.00,44733.59
1023983154,Guitar Amp Mic Holder,Product Design,Design,USD,2017-01-12,4000.00,2016-12-13 19:21:56,0.00,failed,0,US,0.00,0.00,4000.00
1023984566,Open Robotics Design Platform,DIY Electronics,Technology,USD,2016-05-25,10000.00,2016-04-25 17:50:52,2253.00,failed,35,US,2253.00,2253.00,10000.00
1023987730,Guild Lords Card Game,Tabletop Games,Games,USD,2017-11-01,3000.00,2017-10-01 15:22:28,438.00,failed,13,US,201.00,438.00,3000.00
1023992013,Leonard's Girlfriend is Dead,Film & Video,Film & Video,USD,2010-05-01,500.00,2010-04-21 01:02:42,1005.00,successful,27,US,1005.00,1005.00,500.00
1023995029,Kandahar Tag's             Modern Art from the Battlefield,Public Art,Art,USD,2013-12-09,20000.00,2013-10-10 15:33:07,425.00,canceled,9,US,425.00,425.00,20000.00
1023996609,Ocean Air Shots,Places,Photography,USD,2014-10-25,800.00,2014-09-25 15:58:21,0.00,failed,0,US,0.00,0.00,800.00
1024002077,GBS Detroit Presents Half Light Music,Rock,Music,USD,2012-06-02,600.00,2012-05-14 20:43:52,935.00,successful,21,US,935.00,935.00,600.00
1024010705,The Hymns Project,Classical Music,Music,USD,2013-05-01,150000.00,2013-04-03 00:17:34,3635.00,failed,18,US,3635.00,3635.00,150000.00
1024013,A Self-Help Book for the Leaders of the Next US Revolution,Nonfiction,Publishing,USD,2012-05-18,40000.00,2012-04-03 19:56:03,9758.05,failed,136,US,9758.05,9758.05,40000.00
1024017940,CHOICES,Film & Video,Film & Video,USD,2011-06-26,5925.00,2011-05-19 03:46:04,968.00,failed,18,US,968.00,968.00,5925.00
1024018188,"""YESTERDAY'S TICKET"" - a love story between a father and son",Narrative Film,Film & Video,USD,2012-08-21,25000.00,2012-06-22 02:44:55,465.00,failed,13,US,465.00,465.00,25000.00
1024020321,Coffee Table Photo Binder of 'Black & White' Vintage Imagery,Photobooks,Photography,USD,2014-06-03,2200.00,2014-05-04 07:52:00,0.00,failed,0,US,0.00,0.00,2200.00
1024025156,Good Day Beer (Canceled),Drinks,Food,CAD,2014-08-13,30000.00,2014-07-14 23:50:09,0.00,canceled,0,CA,0.00,0.00,27522.94
1024028902,WildFlower- A plant based pop-up restaurant by Chef Ayinde,Food,Food,USD,2011-05-17,17000.00,2011-04-19 05:46:46,17159.55,successful,162,US,17159.55,17159.55,17000.00
1024033763,Fork Boys,Hip-Hop,Music,USD,2016-05-17,2000.00,2016-03-18 17:40:26,3.00,failed,3,US,3.00,3.00,2000.00
