SERIALNR;PACKNR;ETHMAC;APPCODE;DISTICODE;MODELCODE;PACKCODE;EAN;SWVERSION;PRODUCTIONNR;ICCID;MSISDN;WIFIMAC;EHBPK;IMEI;OMAPID;ACTIVE;PROFILE;PCB;FEEDURL;SERVICEPROVIDER;ENVIRONMENT;DATACENTER
0B4FD78DE391A6AD;0000000014678;20-FE-DB-00-39-C4;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00300;89410114190701122746;;74-DA-38-17-7A-BC;D4492B0FE391A6AD8A0965DF0B4FD78D;862455029117630;0B4FD78DE391A6AD0B4FD78DE391A6AD;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
7039327F665E4429;0000000014679;20-FE-DB-00-39-C5;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00301;89410114190701122555;;74-DA-38-17-7A-8C;D411390E665E442975D465DF7039327F;862455029137471;7039327F665E44297039327F665E4429;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
B1D1372B1F2C6C7B;0000000014680;20-FE-DB-00-39-C6;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00302;89410114190701122530;;74-DA-38-17-7A-9B;D4112E0B1F2C6C7B75D465DFB1D1372B;862455029137893;B1D1372B1F2C6C7BB1D1372B1F2C6C7B;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
EEAFDD1B1C39A7FD;0000000014681;20-FE-DB-00-39-C7;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00303;89410114190701122761;;74-DA-38-17-7A-95;D449290F1C39A7FD8A0965DFEEAFDD1B;862455029117655;EEAFDD1B1C39A7FDEEAFDD1B1C39A7FD;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
8F0D563E316D05A2;0000000014682;20-FE-DB-00-39-C8;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00304;89410114190701122548;;74-DA-38-17-7A-D3;D4992C35316D05A28A0965DF8F0D563E;862455029136051;8F0D563E316D05A28F0D563E316D05A2;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
70089983D9C8670B;0000000014683;20-FE-DB-00-39-C9;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00305;89410114190701122845;;74-DA-38-17-7B-20;D411270FD9C8670B75D465DF70089983;862455029130591;70089983D9C8670B70089983D9C8670B;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
7C27EF1BF00C68BA;0000000014684;20-FE-DB-00-39-CA;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00306;89410114190701123140;;74-DA-38-17-7A-A8;D4111510F00C68BA75D465DF7C27EF1B;862455029137174;7C27EF1BF00C68BA7C27EF1BF00C68BA;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
BF83131580582AA0;0000000014685;20-FE-DB-00-39-CB;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00307;89410114190701123090;;74-DA-38-17-81-DF;D411340F80582AA075D465DFBF831315;862455029117762;BF83131580582AA0BF83131580582AA0;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
0C2CD1A590DFAC92;0000000014686;20-FE-DB-00-39-CC;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00308;89410114190701122449;;74-DA-38-17-7A-9A;D411190990DFAC9275D465DF0C2CD1A5;862455029135863;0C2CD1A590DFAC920C2CD1A590DFAC92;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
080CA43691F37FF9;0000000014687;20-FE-DB-00-39-CD;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00309;89410114190701122738;;74-DA-38-17-7B-0C;D4112C0F91F37FF975D465DF080CA436;862455029130617;080CA43691F37FF9080CA43691F37FF9;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
FD9911279C80CB79;0000000014688;20-FE-DB-00-39-CE;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00310;89410114190701122472;;74-DA-38-17-7A-F4;D411170F9C80CB7975D465DFFD991127;862455029136291;FD9911279C80CB79FD9911279C80CB79;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
14BFE2D12D427571;0000000014689;20-FE-DB-00-39-CF;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00311;89410114190701122480;;74-DA-38-17-7B-04;D4113B0F2D42757175D465DF14BFE2D1;862455029135178;14BFE2D12D42757114BFE2D12D427571;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
8B364DE505370149;0000000014690;20-FE-DB-00-39-D0;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00312;89410114190701122506;;74-DA-38-17-7A-8A;D411120F0537014975D465DF8B364DE5;862455029136044;8B364DE5053701498B364DE505370149;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
4676360A8B59E45C;0000000014691;20-FE-DB-00-39-D1;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00313;89410114190701123074;;74-DA-38-17-7A-CA;D41106108B59E45C75D465DF4676360A;862455029117440;4676360A8B59E45C4676360A8B59E45C;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
4FFC45B923D1D268;0000000014692;20-FE-DB-00-39-D2;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00314;89410114190701122522;;74-DA-38-17-7A-AE;D4112C0B23D1D26875D465DF4FFC45B9;862455029135111;4FFC45B923D1D2684FFC45B923D1D268;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
E12D22054AFF3FF9;0000000014693;20-FE-DB-00-39-D3;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00315;89410114190701123124;;74-DA-38-17-7A-E0;D4112B0F4AFF3FF975D465DFE12D2205;862455029136184;E12D22054AFF3FF9E12D22054AFF3FF9;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
5E1713A86D9A0042;0000000014694;20-FE-DB-00-39-D4;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00316;89410114190701123165;;74-DA-38-17-7A-DE;D4112D0B6D9A004275D465DF5E1713A8;862455029136077;5E1713A86D9A00425E1713A86D9A0042;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
7E27CB03B117697E;0000000014695;20-FE-DB-00-39-D5;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00317;89410114190701123132;;74-DA-38-17-7B-00;D411170EB117697E75D465DF7E27CB03;862455029130575;7E27CB03B117697E7E27CB03B117697E;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
98E83519673A8EA7;0000000014696;20-FE-DB-00-39-D6;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00318;89410114190701122498;;74-DA-38-17-7A-E6;D411350B673A8EA775D465DF98E83519;862455029130542;98E83519673A8EA798E83519673A8EA7;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
48B202D3709A5FD1;0000000014697;20-FE-DB-00-39-D7;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00319;89410114190701122563;;74-DA-38-17-7B-23;D4110C10709A5FD175D465DF48B202D3;862455029117689;48B202D3709A5FD148B202D3709A5FD1;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
27DA05F9BE570391;0000000014698;20-FE-DB-00-39-D8;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00320;89410114190701122787;;74-DA-38-17-7A-E2;D411380BBE57039175D465DF27DA05F9;862455029137141;27DA05F9BE57039127DA05F9BE570391;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
6EEC00F7FDE4CE0D;0000000014699;20-FE-DB-00-39-D9;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00321;89410114190701122852;;74-DA-38-17-7B-06;D4113831FDE4CE0D75D465DF6EEC00F7;862455029130583;6EEC00F7FDE4CE0D6EEC00F7FDE4CE0D;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
21DDF52F6CD4CD9E;0000000014700;20-FE-DB-00-39-DA;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00322;89410114190701123116;;74-DA-38-17-7A-DD;D411340B6CD4CD9E75D465DF21DDF52F;862455029130203;21DDF52F6CD4CD9E21DDF52F6CD4CD9E;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
1E1B09F41BAEB1EC;0000000014701;20-FE-DB-00-39-DB;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00323;89410114190701123082;;74-DA-38-17-81-F3;D4112A0F1BAEB1EC75D465DF1E1B09F4;862455029130435;1E1B09F41BAEB1EC1E1B09F41BAEB1EC;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
7D85FCC6D25EFD86;0000000014702;20-FE-DB-00-39-DC;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00324;89410114190701123157;;74-DA-38-17-7A-B2;D411240FD25EFD8675D465DF7D85FCC6;862455029135814;7D85FCC6D25EFD867D85FCC6D25EFD86;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
45A3CC110705A5B0;0000000014703;20-FE-DB-00-39-DD;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00325;89410114190701122456;;74-DA-38-17-7B-08;D411360F0705A5B075D465DF45A3CC11;862455029119818;45A3CC110705A5B045A3CC110705A5B0;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
81A05350B1CAF21F;0000000014704;20-FE-DB-00-39-DE;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00326;89410114190701122779;;74-DA-38-17-7A-A4;D411370BB1CAF21F75D465DF81A05350;862455029130609;81A05350B1CAF21F81A05350B1CAF21F;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
035EA78627ED5C0B;0000000014705;20-FE-DB-00-39-DF;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00327;89410114190701122464;;74-DA-38-17-7B-26;D4112D0F27ED5C0B75D465DF035EA786;862455029135392;035EA78627ED5C0B035EA78627ED5C0B;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
0D33DBFA7FDA017E;0000000014706;20-FE-DB-00-39-E0;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00328;89410114190701122597;;74-DA-38-17-7A-E1;D41129317FDA017E75D465DF0D33DBFA;862455029129890;0D33DBFA7FDA017E0D33DBFA7FDA017E;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
6FC2F50D3660F483;0000000014707;20-FE-DB-00-39-E1;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00329;89410114190701123983;;74-DA-38-17-7A-9D;D41107103660F48375D465DF6FC2F50D;862455029130377;6FC2F50D3660F4836FC2F50D3660F483;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
D7B0C99CF08206C0;0000000014708;20-FE-DB-00-39-E2;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00330;89410114190701135821;;74-DA-38-17-7A-C1;D411200BF08206C075D465DFD7B0C99C;862455029134916;D7B0C99CF08206C0D7B0C99CF08206C0;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
0E5E6F994FB97A31;0000000014709;20-FE-DB-00-39-E3;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00331;89410114190701122837;;74-DA-38-17-7A-DC;D411260B4FB97A3175D465DF0E5E6F99;862455029118067;0E5E6F994FB97A310E5E6F994FB97A31;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
BA3409309FDFA45C;0000000014710;20-FE-DB-00-39-E4;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00332;89410114190701135169;;74-DA-38-17-81-BC;D411240B9FDFA45C75D465DFBA340930;862455029134536;BA3409309FDFA45CBA3409309FDFA45C;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
3C63891C5C913F2C;0000000014711;20-FE-DB-00-39-E5;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00333;89410114190701123991;;74-DA-38-17-7A-B8;D41112105C913F2C75D465DF3C63891C;862455029137083;3C63891C5C913F2C3C63891C5C913F2C;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
79ECE9FDCBDD6FFC;0000000014712;20-FE-DB-00-39-E6;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00334;89410114190701122431;;74-DA-38-17-81-9F;D449330FCBDD6FFC8A0965DF79ECE9FD;862455029129866;79ECE9FDCBDD6FFC79ECE9FDCBDD6FFC;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
C7C357EE6BC463FF;0000000014713;20-FE-DB-00-39-E7;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00335;89410114190701123066;;74-DA-38-17-7A-CB;D449360F6BC463FF8A0965DFC7C357EE;862455029130633;C7C357EE6BC463FFC7C357EE6BC463FF;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
6BFB50DD60283D7D;0000000014714;20-FE-DB-00-39-E8;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00336;89410114190701123264;;74-DA-38-17-7A-C0;D4111B0B60283D7D75D465DF6BFB50DD;862455029145524;6BFB50DD60283D7D6BFB50DD60283D7D;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
0E6529E0AA0F8B5E;0000000014715;20-FE-DB-00-39-E9;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00337;89410114190701122415;;74-DA-38-17-7A-ED;D4113A0FAA0F8B5E75D465DF0E6529E0;862455029117846;0E6529E0AA0F8B5E0E6529E0AA0F8B5E;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
B0ACE0AFCE30D78B;0000000014716;20-FE-DB-00-39-EA;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00338;89410114190701123298;;74-DA-38-17-81-62;D4112B09CE30D78B75D465DFB0ACE0AF;862455029125815;B0ACE0AFCE30D78BB0ACE0AFCE30D78B;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
767634B6F776F1B7;0000000014717;20-FE-DB-00-39-EB;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00339;89410114190701123108;;74-DA-38-17-7F-A3;D411360BF776F1B775D465DF767634B6;862455029137042;767634B6F776F1B7767634B6F776F1B7;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
DA0966FFE4406794;0000000014718;20-FE-DB-00-39-EC;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00340;89410114190701122878;;74-DA-38-17-81-6C;D4992635E44067948A0965DFDA0966FF;862455029130625;DA0966FFE4406794DA0966FFE4406794;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
6EA50A10956807EE;0000000014719;20-FE-DB-00-39-ED;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00341;89410114190701123009;;74-DA-38-17-81-6F;D4111109956807EE75D465DF6EA50A10;862455029118174;6EA50A10956807EE6EA50A10956807EE;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
8CEE1E52CC05A220;0000000014720;20-FE-DB-00-39-EE;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00342;89410114190701123868;;74-DA-38-17-7B-07;D4111B0ACC05A22075D465DF8CEE1E52;862455029134783;8CEE1E52CC05A2208CEE1E52CC05A220;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
24561F56D13D42B3;0000000014721;20-FE-DB-00-39-EF;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00343;89410114190701122423;;74-DA-38-17-7D-38;D4311338D13D42B38A0965DF24561F56;862455029137570;24561F56D13D42B324561F56D13D42B3;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
EC28FC251D6D8313;0000000014722;20-FE-DB-00-39-F0;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00344;89410114190701122514;;74-DA-38-17-81-58;D4990F351D6D83138A0965DFEC28FC25;862455029135475;EC28FC251D6D8313EC28FC251D6D8313;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
B846B8C3E23E5F9A;0000000014723;20-FE-DB-00-39-F1;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00345;89410114190701123033;;74-DA-38-17-7A-B6;D4993132E23E5F9A8A0965DFB846B8C3;862455029137349;B846B8C3E23E5F9AB846B8C3E23E5F9A;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
2DB324B240EBE927;0000000014724;20-FE-DB-00-39-F2;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00346;89410114190701123041;;74-DA-38-17-7D-19;D411170940EBE92775D465DF2DB324B2;862455029136176;2DB324B240EBE9272DB324B240EBE927;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
7CB0772150ED96CE;0000000014725;20-FE-DB-00-39-F3;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00347;89410114190701123256;;74-DA-38-17-7D-2B;D411150A50ED96CE75D465DF7CB07721;862455029146068;7CB0772150ED96CE7CB0772150ED96CE;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
E9E5C71197010DE1;0000000014726;20-FE-DB-00-39-F4;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00348;89410114190701122829;;74-DA-38-17-7D-30;D411260F97010DE175D465DFE9E5C711;862455029135756;E9E5C71197010DE1E9E5C71197010DE1;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
D8C6FC2876F3AEE2;0000000014727;20-FE-DB-00-39-F5;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00349;89410114190701123306;;74-DA-38-17-7A-C8;D449240F76F3AEE28A0965DFD8C6FC28;862455029126912;D8C6FC2876F3AEE2D8C6FC2876F3AEE2;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
95DFD336CA6BB2DB;0000000014728;20-FE-DB-00-39-F6;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00350;89410114190701143486;;74-DA-38-17-7A-A7;D4111C40CA6BB2DB75D465DF95DFD336;862455029147397;95DFD336CA6BB2DB95DFD336CA6BB2DB;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
1670EACB58EC6CB9;0000000014729;20-FE-DB-00-39-F7;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00351;89410114190701143858;;74-DA-38-17-7D-3D;D4111A3F58EC6CB975D465DF1670EACB;862455029143198;1670EACB58EC6CB91670EACB58EC6CB9;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
D46503ED01C1E11D;0000000014730;20-FE-DB-00-39-F8;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00352;89410114190701123231;;74-DA-38-17-81-56;D411091001C1E11D75D465DFD46503ED;862455029125476;D46503ED01C1E11DD46503ED01C1E11D;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
4F679ECFA8B39AAF;0000000014731;20-FE-DB-00-39-F9;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00353;89410114190701123058;;74-DA-38-17-81-3B;D4110F0FA8B39AAF75D465DF4F679ECF;862455029141069;4F679ECFA8B39AAF4F679ECFA8B39AAF;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
1F803264C9172761;0000000014732;20-FE-DB-00-39-FA;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00354;89410114190701143379;;74-DA-38-17-81-67;D4111310C917276175D465DF1F803264;862455029125641;1F803264C91727611F803264C9172761;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
8EFA25F8AF5126FC;0000000014733;20-FE-DB-00-39-FB;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00355;89410114190701122860;;74-DA-38-17-7B-4E;D4493C0FAF5126FC8A0965DF8EFA25F8;862455029130799;8EFA25F8AF5126FC8EFA25F8AF5126FC;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
0844E170875A16C9;0000000014734;20-FE-DB-00-39-FC;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00356;89410114190701143890;;74-DA-38-17-7C-EE;D4493A0F875A16C98A0965DF0844E170;862455029124214;0844E170875A16C90844E170875A16C9;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
57925E11120CB11E;0000000014735;20-FE-DB-00-39-FD;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00357;89410114190701143007;;74-DA-38-17-7D-1E;D4111F0A120CB11E75D465DF57925E11;862455029147405;57925E11120CB11E57925E11120CB11E;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
5123BE885EB34DEF;0000000014736;20-FE-DB-00-39-FE;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00358;89410114190701135607;;74-DA-38-17-81-7B;D4110B105EB34DEF75D465DF5123BE88;862455029118281;5123BE885EB34DEF5123BE885EB34DEF;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
41C0E2A327843C8E;0000000014737;20-FE-DB-00-39-FF;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00359;89410114190701122803;;74-DA-38-17-81-8D;D411070F27843C8E75D465DF41C0E2A3;862455029130658;41C0E2A327843C8E41C0E2A327843C8E;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
D48633CD2F87BFC4;0000000014738;20-FE-DB-00-3A-00;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00360;89410114190701122928;;74-DA-38-17-7D-13;D411330F2F87BFC475D465DFD48633CD;862455029117192;D48633CD2F87BFC4D48633CD2F87BFC4;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
489F7365C721705C;0000000014739;20-FE-DB-00-3A-01;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00361;89410114190701122977;;74-DA-38-17-81-84;D4112B31C721705C75D465DF489F7365;862455029136143;489F7365C721705C489F7365C721705C;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
F5D569D32A4158B1;0000000014740;20-FE-DB-00-3A-02;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00362;89410114190701123249;;74-DA-38-17-81-4A;D4493B0F2A4158B18A0965DFF5D569D3;862455029145623;F5D569D32A4158B1F5D569D32A4158B1;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
193398CE96CEA0F8;0000000014741;20-FE-DB-00-3A-03;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00363;89410114190701142926;;74-DA-38-17-81-7E;D4113C3096CEA0F875D465DF193398CE;862455029147371;193398CE96CEA0F8193398CE96CEA0F8;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
D86FC95D88C5B9B5;0000000014742;20-FE-DB-00-3A-04;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00364;89410114190701123280;;74-DA-38-17-7D-0C;D449350F88C5B9B58A0965DFD86FC95D;862455029125567;D86FC95D88C5B9B5D86FC95D88C5B9B5;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
852AA42863D45E34;0000000014743;20-FE-DB-00-3A-05;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00365;89410114190701122613;;74-DA-38-17-81-57;D4110D1063D45E3475D465DF852AA428;862455029138875;852AA42863D45E34852AA42863D45E34;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
83D63F752414FFC0;0000000014744;20-FE-DB-00-3A-06;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00366;89410114190701143551;;74-DA-38-17-7D-0B;D449280F2414FFC08A0965DF83D63F75;862455029147165;83D63F752414FFC083D63F752414FFC0;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
C04B5C3BB68AF994;0000000014745;20-FE-DB-00-3A-07;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00367;89410114190701143569;;74-DA-38-17-7D-11;D4111D09B68AF99475D465DFC04B5C3B;862455029146795;C04B5C3BB68AF994C04B5C3BB68AF994;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
6D7D8B8EE0842E7C;0000000014746;20-FE-DB-00-3A-08;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00368;89410114190701123918;;74-DA-38-17-7D-0F;D4990D35E0842E7C8A0965DF6D7D8B8E;862455029118687;6D7D8B8EE0842E7C6D7D8B8EE0842E7C;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
CEFB33493E20DA3C;0000000014747;20-FE-DB-00-3A-09;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00369;89410114190701142918;;74-DA-38-17-7D-12;D411230F3E20DA3C75D465DFCEFB3349;862455029126995;CEFB33493E20DA3CCEFB33493E20DA3C;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
6424DFD9D883D5C3;0000000014748;20-FE-DB-00-3A-0A;SWISSCOM;swisscom;433-MA-1449-54-2C;MA-1449-03;3700585301031;7.1.0;5114-00370;89410114190701143908;;74-DA-38-17-7C-EC;D4111F0FD883D5C375D465DF6424DFD9;862455029125674;6424DFD9D883D5C36424DFD9D883D5C3;true;0;SAX00050001;prod/armv5te;swisscom;prod;sophia1
